F1	F2	A1
chemin	[∫(ə)mɛ̃]	n.m. 道路
chemin de fer	[∫əmɛ̃dfεr]	n.m. 铁路
cheminée	[∫(ə)mine]	n.f. 壁炉
chemise	[∫(ə)miz]	n.f. 衬衫
chemisette	[∫əmizεt]	n.f. 短袖衬衣
chemisier	[∫əmizje]	n.m. 女式长袖衬衫
chêne	[∫εn]	n.m. 橡树
chenille	[∫(ə)nij]	n.f. 毛虫
chèque	[∫εk]	n.m. 支票
cher, chère	[]	adj. 亲爱的，昂贵的
chercher	[∫εr∫e]	v.t. 寻找
chercher à faire	[]	v.t. 力图做……
désertion	[dezεrsjɔ̃]	n.f. 开小差
désespéré, e	[]	adj. 失望的
désespérer	[dezεspere]	v.t. 使失望
désespoir	[dezεspwar]	n.m. 失望，绝望
désigner	[deziɲe]	v.t. 指示，指定，选定
désillusion	[dezilɥzjɔ̃]	n.f. 幻灭，失望
désïntéressé,e	[]	adj. 无私的，公正的
désinvolture	[dezɛ̃vɔltyr]	n.f. 悠闲，随便
désirer	[dezire]	v.t. 希望，愿意，想
désistement	[dezistəmɑ̃]	n.m. 放弃
désobéir à	[]	v.t.indir. 不服从，不顺从，违抗
désolé, e	[]	adj. 感到抱歉，荒芜的.痛心的
désordonner	[]	v.t. 弄乱
désordre	[dezɔrdr]	n.m. 混乱，失调
désorganiser	[dezɔrganize]	v.t. 使组织破坏，扰乱
désormais	[dezɔrmε]	adv. 今后
despotique	[dεspɔtik]	adj. 专制的
desséchante	[dese∫e]	adj. 使干燥的
dessein	[desɛ̃]	n.m. 计划，意图
dessert	[desεr]	n.m. 餐后点心，甜点
endormir(s')	[]	v.pr. 入睡，麻木
endroit	[ɑ̃drwa]	n.m. 地方，场所，所在地
énergie	[enεrʒi]	n.f. 能s，力量，精力
énervé, e	[]	adj. 神经质的，恼火的
énerver	[enεrve]	v.t. 使烦乱，使恼火
énerver (s')	[]	v.pr. 变得激动
enfant	[ɑ̃fɑ̃]	n.m. 儿童，小孩
enfer	[ɑ̃fεr]	n.m. 地狱，阴间
enfermer	[ɑ̃fεrme]	v.t. 关闭，藏好，包含
enfiler des perles	[]	v.t. 穿珍珠， (转)浪费时间
enfin	[ɑ̃fɛ̃]	adv. 终于，最后
enflammer	[ɑ̃flame]	v.t. 点燃，使燃烧，使炎热，鼓舞
enfoncer	[ɑ̃fɔ̃se]	v.t. 插入，使人深处
enfuir(s')	[]	v.pr. 逃跑，流逝
engagé	[ɑ̃gaʒe]	n.m. 志愿兵
engagement	[ɑ̃gaʒmɑ̃]	n.m. 参加，典押，雇佣，义务
engager	[ɑ̃gaʒe]	v.t. 投入，参加，抵押，担保，招募
engager (s')	[]	v.pr. 保证，进入，着手
engendrer	[ɑ̃ʒɑ̃dre]	v.t. 引起，产生， (男入，雄性动物)生殖
englober	[ɑ̃glɔbe]	v.t. 包括，合并
fouetter	[fwεte]	v.t. 用鞭子抽， (转)刺激
fouille	[fuj]	n.f. 挖掘，发掘
fouillé, e	[]	adj. 精致的，详细的，细致的
fouiller	[fuje]	tr. 挖掘，搜索
foulard	[fular]	n.m. 围巾
foule	[ful]	n.f. 人群
four	[fur]	n.m. 炉灶
four à micro-onde	[]	n.m. 微波炉
fourbe	[furb]	adj.,n. 狡猾的(人)
fourberie	[furbəri]	n.f. 狡猾，诡计
fourchette	[fur∫εt]	h.f. 餐叉
fourchu, e	[]	adj. 分叉的
fourmi	[furmi]	n.f. 蚂蚁
fournaise	[furnεz]	n.f. 酷热的地方，战斗激烈的地方，大火炉
fournée	[furne]	n.f. 一批(人)，一伙(人)，一炉面包
fourni,e	[furni]	adj. 被提供的，被供给的
fournir	[furnir]	v.t. 提供，供给
fournisseur, se	[]	n. 供货商，供应人
fourré, e	[]	adj. 夹心的，被包起来的
fourrière	[furjεr]	n.f. (警察局)待领处
intuition	[ɛ̃tɥisjɔ̃]	n.f. 直觉，预感
Inuit	[inɥit]	n. 伊努伊特人(美洲的爱斯基摩人)
inusable	[inyzabl]	adj. 耐用的，用不坏的
inutile	[inytil]	adj. 无用的，无效的
invalide	[ɛ̃valid]	adj.,n. 无效的，残废的(人)
invasion	[ɛ̃vazjɔ̃]	n.f. 侵略，蔓延，蜂拥而至
invective	[ɛ̃vεktiv]	n.f. 斥骂，抨击
invectiver	[sɛ̃vεktive]	v.t. 斥骂，抨击，痛斥
inventer	[ɛ̃vɑ̃te]	v.t. 发明，创造，虚构
invention	[ɛ̃vɑ̃sjɔ̃]	n.f. 发明，创造
inverse	[ɛ̃vεrs]	n.m. 相反的事物，反面
inverse de (à ' ~)	[]	loc.prép. 与……截然相反
inverser	[sɛ̃vεrse]	v.t. 倒置，颠倒
investir	[ɛ̃vεstir]	v.i. 投资，赋予
investissement	[ɛ̃vεstismɑ̃]	n.m. 投资，包围
invitation	[ɛ̃vitasjɔ̃]	n.f. 邀请(信)
inviter	[sɛ̃vite]	v.t. 邀请
ironie	[irɔni]	n.f. 讽刺，奚落
ironique	[irɔnik]	adj. 挖苦的，讽刺的，嘲笑人的
irréalisable	[irealizabl]	adj. 不能实现的
mieux	[mjø]	adv. 更好地，较好地
mignon ,ne	[]	adj. 可爱的，娇小玲珑的，讨人喜欢的
migraine	[migrεn]	n.f. 偏头疼
migrant , e	[]	n. 移居者，移民，外来民工
migration	[migrasjɔ̃]	n.f. 移居.迁徙
milan	[milɑ̃]	n.m. 风筝
milieu	[miljø]	n.m. 中间，中央，中部，周围环境
milieu de (au~)	[]	loc.prép. 在……中间
militaire	[militεr]	adj. 军事的
militer	[milite]	v.i. 发生影响，起作用
mille	[mil]	a.n.m. 一千
millénaire	[milenεr]	adj.,n. 千的，千位的，千年的，千年
millier	[milje]	n.m. 千数
mimer	[mime]	v.t. 模仿
mince	[mɛ̃s]	adj. 单薄的，瘦长的，苗条的
mine	[min]	n.f. 脸色，神情
minéral, e	[]	adj. 矿场的，含矿的
mineur,e	[]	adj.,n. 较小的，次要的，未成年人
mini	[mini]	adj.inv.jti.m. 微型(的)，迷你型(的)
miniature	[minjatyr]	n.f. 缩影
pétrochimie	[petrɔ∫imi]	n.f. 石油化学
pétrole	[petrɔl]	n.m. 石油
pétrolier	[petrɔlje]	n.m. 油船，石油专家
peu	[pø]	adv. 少，不多，不大
peu à peu	[]	loc.adv. 逐渐地，一点点地
peu de (un~)	[]	loc.prép. 一点，一些
peuplade	[pœplad]	n.f. 部落，移民
peuple	[pœpl]	n.m. 人，人民
peupler	[pøple, pœ-]	n.m. 使有居民，移植，居住
peur	[pœr]	n.f. 害怕
peureux, se	[]	adj. 害怕的，胆小的，胆怯的
peut-être	[pøtεtr]	adv. 可能
pharaon	[faraɔ̃]	n.m. (埃及)法老
phare	[far]	n.m. 灯塔
pharmacie	[farmasi]	n.f. 药房，药店
phase	[fɑz]	n.f. 阶段，时期，位相
phénomène	[fenɔmεn]	n.m. 现象
philosophie	[filɔzɔfi]	n.f. 哲学
philtre	[filtr]	n.m. 一副药，春药
phonétique	[fɔnetik]	adj. 语音的
répartition	[repartisjɔ̃]	n.f. 分配，分摊，分布
repas	[rəpɑ]	n.m. 餐，饮食
repassage	[rəpasaʒ]	n.m. 熨(衣服)，重新通过
repasser	[rəpase]	v.i. 熨(衣服)，重新经过，再来
repère	[r(ə)pεr]	n.m. 标记，标志
repérer	[rəpere]	v.t. 定位，定向，辨别，区分
répertorier	[repεrtɔrje]	v.t. 编索引
répétition	[repetisjɔ̃]	n.f. 重复，反复讲述
repeupler	[rəpœple]	v.t. 使重新有或增加入口
répit	[repi]	n.m. 暂缓，暂时的休息，缓解
replanter	[rəplɑ̃te]	v.t. 重新移植，在……栽种
replier	[rəplije]	v.t. 重新折叠，合拢
réplique	[replik]	n.f. 辩驳，回嘴， (一个演员说白后另一演员的)接话
répliquer	[replike]	v. 辩驳，反驳，反击，回嘴
répondeur	[repɔ̃dœr]	n.m. 应答机，录音电话
répondre	[repɔ̃dr]	v.t. 回答，答复
réponse	[repɔ̃s]	n.f. 回答，答案
reportage	[r(ə)pɔrtaʒ]	n.m. 报道，采访
reporter	[rəpɔrte]	n.m. 记者，通讯员
repos	[r(ə)po]	n.m. 休息
soie	[swa]	n.f. 丝绸
soif	[swaf]	n.f. 渴
soigné, e	[]	adj. 受到照顾的，做得仔细的，注重仪表的
soigner	[swaɲe]	v.t. 照料，细心做，治疗
soigneur	[swaɲœr]	n.m. 照料运动员的人
soigneusement	[swaɲøzmɑ̃]	adv. 细心地，细致地
soin	[swɛ̃]	n.m. 细心，关心，照顾，照料
soir	[swar]	n.m. 晚上
soirée	[sware]	n.f. 晚间，晚会
soit	[swa]	conj. 即，就是
soit que	[]	loc.conj. 要不
soit...soit...	[]	loc.conj. 或……或……
soixante	[swasɑ̃t]	adj.,n. 六十
sol	[sɔl]	n.m. 大地，土地，地面
solaire	[sɔlεr]	adj. 太阳的
soldat	[sɔlda]	n.m. 士兵
solde	[sɔld]	n.f. 薪水，军晌
sole	[sɔl]	n.f. 底版
soleil	[sɔlεj]	n.m. 太阳
solennel ,e	[]	adj. 庄严的，庄重的，盛大的
tranche	[trɑ̃∫]	n.j. (切下的)薄片，阶段
tranché, e	[]	adj. 切开的，截断的
tranquille	[trɑ̃kil]	adj. 安心的，镇静的，安洋的，平静的
transférer	[trɑ̃sfere]	v.t. 转移，过户，转让
transformation	[trɑ̃sfɔrmasjɔ̃]	n.j. 改变，改造，转变
transformer	[trɑ̃sfɔrme]	v.t. 使变革，改变，转换
transir	[trɑ̃zir]	v.t. 使冻僵，使冻得麻木
transition	[trɑ̃zisjɔ̃]	n.f. 传送，过度，转变
transmettre	[trɑ̃smεtr]	n.f. 转达，传送，传授，转播，转移
transmissible	[trɑ̃smisibl]	adj. 可转让的，会遗传的，可传染的
transmission	[trɑ̃smisjɔ̃]	n.f. 转让，传输，传递，传送，转播
transparaître	[trɑ̃sparεtr]	v.t. 隐约显出，暴露
transpirer	[trɑ̃spire]	v.i. 渗出，出汗，走漏
transplantation	[trɑ̃splɑ̃tasjɔ̃]	n.f. 移植，移居
transport	[trɑ̃spɔr]	n.m. 运输，运送
transporter	[trɑ̃spɔrte]	v.t. 运输，运送
trapéziste	[trapezist]	n. 吊杠运动员，空中杂技演员
travail	[travaj]	n.m. 工作
travailler	[travaje]	v.i. 工作
travers (à~)	[]	loc.prép.,loc.adv. 穿过，横穿，通过，经过
allégresse	[alegrεs]	n.f. 愉快
alléguer	[alege]	v.t. 引证
Allemagne	[]	德国
aller	[ale]	v.i. 去，走
aller bien à	[]	v.i. 适合于
aller simple	[]	n.m. 单程
allergique	[alεrʒik]	adj. 变态反应性的,具有变态反应的
aller-retour	[alertur]	n.m. 来回程
alliance	[aljɑ̃s]	n.f. 联盟
allier	[salje]	v.t. 使结盟
allô	[alo]	interj. 喂
allocution	[alɔkysjɔ̃]	n.f. 讲话，简短演说
allongé, e	[]	adj. 延长的，伸长的
allongement	[alɔ̃ʒmɑ̃]	n.m. 延长，伸长
allonger	[alɔ̃ʒe]	v.t. 延长，伸长
allumer	[salyme]	v.t. 点燃
allumette	[alymεt]	n.f. 火柴
allure	[alyr]	n.f. 步伐，速度，风应
alors	[alɔr]	adv. 当时，那时，那么
alors que	[alɔrkə]	loc.conj. 而……，却……
briser(se)	[]	v.pr. 碎裂，破裂
brochette	[brɔ∫εt]	n.f. (烤肉的)小铁扦
brochure	[brɔ∫yr]	n.f. 小册子
broder	[brɔde]	v.t. 刺绣，点缀
bronze	[brɔ̃z]	n.m. 青铜(制品)
bronzé, e	[]	adj. (晒成)古铜色的
bronzer	[brɔ̃ze]	v.t. 晒黑，涂青铜色
brouette	[bruεt]	n.f. 独轮车
brouillard	[brujar]	n.m. 雾
brouiller(se)	[]	v.pr. 变模糊
bruit	[brɥi]	n.m. 声音，噪声
brûlant, e	[]	adj. 燃烧的
brûler	[bryle]	v.t. 烧
brumeux, se	[]	adj. 有雾的，模糊的
brun, e	[]	adj. 褐色的，棕色的
brusque	[brysk]	adj. 粗暴的，意外的
brusquement	[bryskəmɑ̃]	adv. 粗暴地，突然地
brutal, e	[]	adj. 粗暴的，野蛮的
brute	[bryt]	n.f. 野兽，野蛮的人
bruyant , e	[]	adj. 喧闹的
chercheur	[∫εr∫œr]	n.m. 研究人员
chéri,e	[∫eri]	adj.,n. 心爱的(人)
chérir	[∫erir]	v.t. 钟爱
chétif,ve	[]	adj. 体弱的，清贫的
cheval	[∫(ə)val]	n.m. 马
chevaleresque	[∫valrεsk]	adj. 骑士的
chevalet	[∫(ə)valε]	n.m. 支架，三角架
chevalier	[∫(ə)valje]	n.m. 骑士
chevalure	[∫əvlyr]	n.f. 毛发
cheveux	[∫əvø]	n.m. 头发
cheville	[∫(ə)vij]	n.f. 踝骨，栓
chèvre	[∫εvr]	n.m. 山羊
chez	[∫e]	prép. 在……家里，在……住所
chic	[∫ik]	adj. 漂亮极了
chicaner	[∫ikane]	v.i. 诡辩，无理取闹
chien	[∫jɛ̃]	n.m. 狗
chien de garde	[]	n.m. 看门狗
chien de mer	[]	n.m. 鲨鱼
chignon	[∫iɲɔ̃]	n.m. 颈背
chimère	[∫imεr]	n.f. 离异怪物
desservir	[desεrvir]	v.t. 通达，连接
dessin	[desɛ̃]	n.m. 图画，素描
dessin animé	[desɛ̃. anime]	n.m. 动画
dessiner	[desine]	v.t. 回画
dessous	[d(ə)su]	prêp. 在……下面
dessus	[d(ə)sy]	prép. 在……上面
destin	[dεstɛ̃]	n.m. 命运
destinataire	[dεstinatεr]	n. 收件人
destination	[dεstinasjɔ̃]	n.f. 目的地
destiner qqch à qqn	[]	v.t. 把某物指定给某人
destruction	[dεstryksjɔ̃]	n.f. 破坏
désuet tète	[]	adj. 陈旧的，过时的
désunir	[dezynir]	v.t. 分开，拆开
détachement	[deta∫mɑ̃]	n.m. 摆脱，超脱
détacher	[deta∫e]	v.t. 解开，折下，使移开，派遣，除去污点
détail,	[detaj]	loc.adv. 详细地，零星地
détaillé, e	[]	adj. 详尽的
détailler	[detaje]	v.t. 详述，切开，零售
détenir	[detnir]	v.t. 掌握，持有
détente	[detɑ̃t]	n.f. 轻松，缓和
engloutir	[ɑ̃glutir]	v.t. 耗费，贪婪地吞下吞没
engouement	[ɑ̃gumɑ̃]	n.m. 迷恋，堵塞
engrais	[ɑ̃grε]	n.m. 肥料
engraisser	[sɑ̃grεse]	v.t. 发胖
engrenage	[ɑ̃grənaʒ]	n.m. (机)齿轮传动系统，错综复杂的事情，恶化，升级
énigmatique	[enigmatik]	adj. 谜语的，谜一般的
enjambée	[ɑ̃ʒɑ̃be]	n.f. 大步，一大步的距离
enjeu	[ɑ̃ʒø]	n.m. 赌注，关键，重要性
enjoindre	[ɑ̃ʒwɛ̃dr]	v.t. 指示，命令
enjoliver	[ɑ̃ʒɔlive]	v.t. 美化，润色
enlacer	[ɑ̃lase]	v.t. 缠绕，紧抱
enlèvement	[ɑ̃lεvmɑ̃]	n.m. 除去，抢走，攻克
enlever	[sɑ̃lve]	v.t. 举起，拿走
ennemi	[εnmi]	n.m. 敌人
ennui	[ɑ̃nɥi]	n.m. 烦恼
ennuyer (s)	[]	v.pr. 感到厌倦，感到烦恼
ennuyeux,	[ɑ̃nɥijø]	adj. 令人心烦的，不方便的
énoncer	[enɔ̃se]	v.t. 陈述，说明
énorme	[enɔrm]	adj. 巨大的，异乎寻常的
énormément	[enɔrmemɑ̃]	adv. 非常地，极大地
foyer	[fwaje]	n.m. 宿舍.家，炉火
fracas	[fraka]	n.m. 喧哗，议论，爆裂声
fracasser	[frakase]	v.t. 打碎
fraction	[fraksjɔ̃]	n.f. 部分，派别，分数，分式
fragile	[fraʒil]	adj. 脆弱的
fragment	[fragmɑ̃]	n.m. 摘录，片断，碎片
fraîcheur	[frε∫œr]	n.f. 凉爽，新鲜，精神饱满
frais	[frε]	n.m.pl. 费用，开支
frais de scolarité	[]	n.m.pl. 学费
frais, fraîche	[]	adj. 凉爽的
fraise	[frεz]	n.f. 草莓
franc	[frɑ̃]	n.m. 法郎
franc, che	[]	adj. 坦率的，自由的
français,e	[]	adj. 法国的，法国人的
franchement	[frɑ̃∫mɑ̃]	adv. 坚决地，果断地，明确地，坦率地，确实
franchir	[frɑ̃∫ir]	v.t. 越过，战胜
franchise	[frɑ̃∫iz]	n.f. 免税，免费， (邮资)免付，率直
francophone	[frɑ̃kɔfɔn]	adj.,n. 讲法语的(人)
frappant, e	[]	adj. 令人惊奇的，惊人的
frapper	[frape]	v. 打击，敲打
irréductible	[iredyktibl]	adj. 不能缩减的，顽强的
irrépressible	[ireprεsibl]	adj. 抑止不住的，遏制不住的
irréprochable	[ireprɔ∫abl]	adj. 无可非议的，无懈可击的
irréversible	[irevεrsibl]	adj. 不可逆转的，不能倒流的
irritation	[iritasjɔ̃]	n.f. 恼怒
irriter	[irite]	v.t. 激怒，使……愤怒
islam	[islam]	n.m. 伊斯兰教
isolé, e	[]	adj. 孤独的，偏僻的，绝缘的
israélien, ne	[]	adj. 以色列的
issue	[isy]	n.f. 出口，出路，结局
issue de	[]	loc.adj. 出身于……，起自……
issue de ( à ')	[]	loc.prép ……结束时， ……完成时
Italie	[]	意大利
itinéraire	[itinerɛ:r]	n.m. 线路，旅程
itinérant, e	[]	adj. 巡回的，巡游的
ivoire	[ivwa:r]	n.m. 象牙
ivrogne	[ivrɔɲ]	adj.,n. 酗酒的，酒鬼
ixion	[iljɔ̃]	n.m. (神话)一种怪物
miniaturiser	[minjatyrize]	v.t. 使微型化，使小型化
minoritaire	[minɔritεr]	adj. 少数的
minuit	[minɥi]	n.m. 半夜，子夜
minuscule	[minyskyl]	adj. 细小的，极小的，小写的
minute	[minyt]	n.f. 分
minutieusement	[minysjøzmɑ̃]	adv. 细心地，精细地，详细地
minutieux, se	[]	adj. 细心的，细致的，详细地
mirabelle	[mirabεl]	n.f. 黄香李
miracle	[mirakl]	n.m. 奇迹
miraculeux, se	[]	adj. 神奇的，有神效的
mirage	[miraʒ]	n.m. 幻影式飞机，海市屋楼
miroir	[mirwar]	n.m. 镜子
mise	[miz]	adj. 穿戴打扮的
miser	[mize]	v.t. 下赌注
misérable	[mizerabl]	adj. 悲惨的
misère	[mizεr]	n.f. 悲惨，不幸
missile	[misil]	n.m. 导弹
mission	[misjɔ̃]	n.f. 任务，出差
mistral	[mistral]	n.m. (法国东南部的)干寒强烈的西北风
mitoyen, ne	[]	adj. 中间的
photo	[fɔto]	n.f. 照片
photocopie	[fɔtɔkɔpi]	n.f. 复印，复印件
photographe	[fɔtɔgraf]	n. 摄影师，摄影者
photographier	[fɔtɔgrafje]	v.t. 拍照，摄影
photographique	[fɔtɔgrafik]	adj. 摄影的
phrases-clés	[]	n.f.pl 关键句
physionomie	[fizjɔnɔmi]	n.f. 相貌，容颜，面部表情
physionomiste	[fizjɔnɔmist]	adj.,n. 善于根据外貌判断性格的(人)
piano	[pjano]	n.m. 钢琴
pic	[pik]	n.m. 啄木鸟，山峰，山巅
pichet	[pi∫ε]	n.m. 一壶之量
pièce	[pjεs]	n.f. 房间，零件，证件，一件(物品)，棋子
pièce de rechange	[]	n.f. 零部件
pièce de théâtre	[]	n.f. 戏剧
pièce-cuisine	[]	n.f. 带厨房的居室
pied	[pje]	n.m. 脚
piédestal	[pjedεstal]	n.m. 底座
pieds joints(à~)	[]	loc.adv. 并着脚跳
piège	[pjεʒ]	n.m. 陷阱
piéger	[pjeʒe]	vt. 设陷阱捕捉
reposer (se)	[]	v.pr 休息
reposer sur	[]	v.i. 基于，建筑在……，建立于
repousser	[rəpuse]	v.t. 推开，击退，排斥，拒绝
reprendre	[r(ə)prɑ̃dr]	v.t. 重操，取回
représentante	[rəprezɑ̃te]	n. 代表，代理人
représentation	[rəprezɑ̃tasjɔ̃]	n.f. 表现，上演，夸耀，提醒，告诫
représenter	[rəprezɑ̃te]	v.t. 代表，代理
réprimander	[reprimɑ̃de]	v.t. 谴责，斥责，训斥
réprimer	[reprime]	v.t. 镇压，克制，抑制，制止
reprise	[r(ə)priz]	n.f. 收回，恢复，织补
réprobation	[reprɔbasjɔ̃]	n.f. 严厉谴责，非难
reproche	[r(ə)prɔ∫]	n.m. 谴责，指责
reprocher	[rəprɔ∫e]	v.t. 责备，非难
reptile	[rεptil]	n.m. 爬行动物，卑躬屈膝的人
repu té ,e	[]	adj. 声誉好的，著名的
républicain ,e	[]	adj. 共和党(人)的
répulsion	[repylsjɔ̃]	n.f. 推斥，厌恶，反感
réputation	[repytasjɔ̃]	n.f. 名誉，名声
requérir	[rəkerir]	v.t. 要求，恳请，命令，需要
requin	[r(ə)kɛ̃]	n.m. 鲨鱼，贪婪的人
solide	[sɔlid]	adj. 坚固的，结实的，牢固的
soliste	[sɔlist]	n. 独奏者，独唱者
solitaire	[sɔlitεr]	adj. 孤独的，孤僻的，寂寞的
solitude	[sɔlityd]	n.f. 寂寞，孤独，清净
sollicitation	[sɔlisitasjɔ̃]	n.f. 恳求，请求，怂恿，挑唆
solliciter	[sɔlisite]	n.t. 恳求，请求，激励，撩拨
solution	[sɔlysjɔ̃]	n.f. 答案，解决办法，解答
solvable	[sɔlvabl]	adj. 有清偿能力的
sombre	[sɔ̃br]	adj. 阴暗的
somme	[sɔm]	n.f. 总数，总额
sommeil	[sɔmεj]	n.m. 睡意，困倦
sommeiller	[sɔmεje]	v.i. 打盹，潜伏
sommelier ,ère	[]	n. 酒务总管，膳食总管
sommet	[sɔmε]	n.m. 顶，巅，最高点
somnolence	[sɔmnɔlɑ̃s]	n.f. 昏昏欲睡的
somnoler	[sɔmnɔle]	v.i. 打瞌睡，潜伏
somptueux , se	[]	adj. 奢侈的，豪华的
somptuosité	[sɔ̃ptɥozite]	n.f. 奢华，豪华
son	[sɔ̃]	adj.pass. 他(她)的
sonar	[sɔnar]	n.m. 声纳，声波定位仪
traversée	[travεrse]	n.f. 横渡，跨过
traverser	[travεrse]	v.t. 穿过，越过
trébucher	[treby∫e]	v.i. 失脚，踉跄，绊倒
tremblement	[trɑ̃bləmɑ̃]	n.m. 发抖，哆嗦，震动，抖动
tremblement de terre	[]	n.m. 地震
trembler	[trɑ̃ble]	v.i. 震动，摇动，发抖，颤抖
trentaine	[trɑ̃tεn]	n.f. 三十左右
trépas	[trepa]	n.m. 死亡
très	[trε]	adv. 很，非常
tressaillir	[trεsɑjir]	v.i. 战栗，打哆嗦，震动
tréteau	[treto]	n.m. 露天舞台(p1.)，支架，搁凳
triangle	[trijɑ̃gl]	n.m. 三角形
triangulaire	[trijɑ̃gylεr]	adj. 三角形的，三角的
tribu	[triby]	n.f. 部落，一帮，一伙
tribunal	[tribynal]	n.m. 法院，法庭
tricher	[tri∫e]	v.i. 作弊，弄虚作假，掩饰
tricoter	[trikɔte]	v. 编结，织毛衣
trier	[trije]	v.t. 分拣，分类，挑选
triomphe	[trijɔ̃f]	n.m. 胜利，凯旋，成功
triste	[trist]	adj. 忧愁的，凄凉的，可悲的
alouette	[alwεt]	n.f. 云雀
alphabet	[alfabε]	n.m. 字母表
altéré, e	[]	adj. 口渴的， [转]贪婪的
alternance	[altεrnɑ̃s]	n.f. 交替，更迭，轮换
altitude	[altityd]	n.f. 海拔，高度
amant,e	[]	n. 恋人，情人
amarre	[amar]	n.f. (系缚用的)缆绳
amateur	[amatœr]	adj.,n. 业余的(爱好者)
ambiance	[ɑ̃bjɑ̃s]	n.f. 氛围
ambitieux, se	[]	adj. 野心勃勃的，有抱负的
ambition	[ɑ̃bisjɔ̃]	n.f. 雄心，野心
âme	[ɑm]	n.f. 灵魂
amélioré, e	[]	adj. 改善的
améliorer	[sameljɔre]	v.t. 改良，改进
amende	[amɑ̃d]	n.f. 罚款
amender(s')	[]	v.pr. 改良，修正
amener	[amne]	v.t. 带来，导致
américain, e	[]	adj. 美国的，美洲的
Amérique	[amerik]	美洲
amî,e	[amɔm]	n. 朋友
budget	[bydʒε]	m.m. 预算，个人收支
buée	[bɥe]	n.f. 水气
buffet	[byfε]	n.m. 碗橱，自助餐
buffle	[byfl]	n.m. 水牛
buisson	[bɥisɔ̃]	n.m. 灌木丛
bulle	[byl]	n.f. 气泡，水泡，印玺， (连环画上人物口中引出的)话语
bulletin	[byltɛ̃]	n.m. 公报，简报
bureau	[byro]	n.m. 办公室，办公桌
burgerking	[]	n.m. 汉堡包王快餐连锁店
burlesque	[byrlεsk]	adj. 滑稽可笑的
but	[by(t)]	n.m. 目标， (进球)得分
butin	[bytɛ̃]	n.m. 战利品
chimérique	[∫imerik]	adj. 空想的，虚幻的
chimie	[∫imi]	n.f. 化学
chinois , e	[]	adj.,n. 中国(人)的
chiper	[∫ipe]	n.m. (俗)偷窃
chirurgien	[ʃiryrʒjɛ̃, εn]	n.m. 外科医生
choc	[∫ɔk]	n.m. 冲击，对抗
chocolat	[∫ɔkɔla]	n.m. 巧克力，巧克力糖
chocolatier,ère	[]	adj.,n. 卖(制)巧克力的，巧克力商
chœur	[kœr]	n.m. 合唱队，和声
choisir	[∫wazir]	v.t. 挑选，选定
choix	[∫wa]	n.m. 选择
chômage	[∫omaʒ]	n.m. 失业
choquant,e	[]	adj. 冒犯的，令人不快的
choral, ale	[]	adj. 合唱的
chose	[∫oz]	n.f. 事物，东西
chou	[∫u]	n.m. 卷心菜，甘蓝，白菜
chouette	[∫wεt]	adj. 漂亮的．可爱的
chrétien,ne	[]	adj.,n. 基督教的(教徒)
christianisme	[kristjanism]	n.m. 基督教
chromosome	[kromozom]	n.m. 染色体
détenteur ,trice	[]	n. 持有者，掌握者，占有者
détention	[detɑ̃sjɔ̃]	n.f. 占有，持有;监禁
détenu ,e	[]	adj. 被拘留的
détergent ,e	[]	adj. 洗净的
détériorer	[deterjɔre]	v.t. 损坏
déterminant ,e	[]	adj. 决定性的
déterminer	[detεrmine]	v.t. 决定，限定，确定
détester	[detεste]	v.t. 讨厌，厌恶，憎恨
détnon	[]	n.m. 守护神，魔王，玩童
détour	[detur]	n.m. 拐弯
détourner	[deturne]	v.t. 使改变方向
